,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,wine_style
2124,5.9,0.32,0.39,3.3,0.114,24.0,140.0,0.9934,3.09,0.45,9.2,6,light
2125,7.2,,0.46,5.0,0.04,3.0,29.0,990.6,nan,0.53,12.5,4, strong 
2126,6.1,,0.22,1.8,0.034,32.0,116.0,0.9898, 3.36 ,0.44,12.6,6,strong
2127,5.2,0.36,0.02,1.6,0.031,24.0,104.0,0.9896,3.44,0.35,12.2, 6 ,strong
2128,5.6,0.19,0.47,nan,0.03,19.0,112.0,0.9922, 3.56 ,0.45,11.2, 6 ,medium
2129,,0.1,0.35,4.9,0.048,31.0,103.0,0.9947,3.43,0.79,9.7,6,medium
2130,6.4,0.18,0.48,4.0,0.186,64.0,150.0,0.9945, 3.06 ,0.4,9.3,5, light 
2131,7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0,6,
2132,7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0, 6 ,light
2133,7.4,0.25,0.36,13.2,0.067,53.0,178.0,?,3.01,0.48,9.0,6,light
2134,7.9,0.345,0.51,15.3,0.047,54.0,171.0,0.9987,3.09,0.51,9.1,5,light
2135,7.9,0.345,0.51,nan,0.047,54.0,171.0,0.9987,3.09,0.51,9.1,5,light
2136,7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0,6,light
2137,6.1,0.24,0.3,1.5,,22.0,61.0,?,3.31,0.54,10.4, 5 ,medium
2138,6.8,0.25,0.24,4.55,0.053,41.0,211.0,0.9955,3.37,0.67,9.5,6, light 
2139,6.7,0.31,0.31,9.9,0.04,10.0,175.0,0.9953,3.46,0.55,11.4,4,MEDIUM
2140,7.2,0.46,0.65,10.4,0.05,76.0,192.0,0.9976,3.16,0.42,8.7,5,light
2141,5.5,0.35,0.35,1.1,0.045,14.0,167.0,0.992,3.34,0.68,9.9,6,medium
2142,6.7,0.24,0.41,nan,,29.0,148.0,0.9952, 3.22 ,0.62,9.9,6, MEDIUM 
2143,6.8,0.28,0.17,13.9,0.047,49.0,162.0,0.9983,3.21,0.51,9.0,6, LIGHT 
2144,6.4,0.16,0.22,1.4,0.04,41.0,149.0,0.9933,3.49,0.58,10.0,6,MEDIUM
2145,6.3,0.26,0.24,nan,0.039,38.0,172.0,0.9958,3.49,0.64,9.7,6,medium
2146,7.7,0.22,0.42,1.9,0.052,10.0,87.0,0.9922,3.3,0.49,11.8,6,STRONG
2147,6.5,0.18,0.31,1.7,0.044,30.0,127.0,0.9928,3.49,0.5,10.2,7,medium
2148,7.2,0.46,0.65,10.4,,76.0,192.0,0.9976,3.16,0.42,8.7,5,light
2149,7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,3.07,0.52,9.6,7,medium
2150,9.2,0.25,0.34,1.2,0.026,31.0,93.0,0.9916,2.93,0.37,11.3,7,medium
2151,,0.28,0.34,1.6,0.028,32.0,118.0,0.9901,3.0,0.38,12.1,7,strong
2152,7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,3.07,0.52,9.6,7,MEDIUM
2153,7.8,0.28,0.34,1.6,0.028,32.0,118.0,0.9901,3.0,0.38,12.1,7,strong
2154,9.2,0.25,0.34,1.2,0.026,31.0,93.0,0.9916,2.93,0.37,11.3,7,medium
2155,8.4,0.35,0.71,12.2,0.046,22.0,160.0,0.9982, 2.98 ,0.65,9.4,5,LIGHT
2156,6.1,0.41,0.24,1.6,,16.0,137.0,0.993,nan,0.5,10.4,6,medium
2157,5.9,0.21,0.24,12.1,0.044,53.0,165.0,0.9969,3.25,0.39,9.5,5,light
2158,7.2,0.34,0.44,4.2,0.047,51.0,144.0,0.991,3.01,0.76,12.3,6,strong
2159,,0.21,0.42,9.1,0.049,31.0,150.0,0.9953,3.12,0.74,9.9,7,medium
2160,5.9,0.37,0.1,1.6,0.057,39.0,128.0,0.9924,3.24,0.48,10.1,5,medium
2161,7.7,0.34,0.27,8.8,0.063,39.0,184.0,0.9969, 3.09 ,0.63,9.2,6,
2162,7.4,0.3,0.22,1.4,0.046,16.0,135.0,0.9928, 3.08 ,0.77,10.4,7,medium
2163,6.8,0.51,0.3,4.2,0.066,38.0,165.0,0.9945,3.2,0.42,9.1,5,
2164,7.8,0.22,0.38,10.3,0.059,28.0,99.0,0.9967,3.12,0.47,10.0,6,medium
2165,7.2,0.35,0.34,12.4,0.051,6.0,37.0,0.9944,3.13,0.39,11.5,6,
2166,6.0,0.26,0.5,2.2,0.048,59.0,153.0,0.9928,3.08,0.61,9.8,5,MEDIUM
2167,6.1,0.26,0.51,nan,0.05,61.0,154.0,0.9929,3.08,0.6,9.8,6, medium 
2168,6.5,0.28,0.27,5.2,0.04,44.0,179.0,0.9948, 3.19 ,0.69,9.4,6,light
2169,7.4,0.41,0.66,10.8,0.051,77.0,194.0,0.9976,3.05,0.46,8.7,5,light
2170,6.5,0.28,0.29,2.7,0.038,26.0,107.0,0.9912,3.32,0.41,11.6,7,STRONG
2171,6.7,0.34,0.54,16.3,0.047,44.0,181.0,0.9987,3.04,0.56,8.8,5,light
2172,7.2,,0.34,2.7,0.032,49.0,151.0,0.99,3.16,0.39,12.7,7,strong
2173,7.4,0.2,0.33,nan,0.035,39.0,138.0,0.991,3.17,0.44,11.7,7,
2174,8.2,0.22,0.3,1.8,0.047,47.0,185.0,0.9933,3.13,0.5,10.2,6,MEDIUM
2175,8.2,0.23,0.29,1.8,0.047,47.0,187.0,0.9933,3.13,0.5,10.2,6,medium
2176,7.1,,0.33,2.8,0.033,48.0,153.0,0.9899, 3.15 ,0.38,12.7,7,strong
2177,6.5,0.28,0.29,2.7,0.038,26.0,107.0,0.9912,3.32,0.41,11.6,7,strong
2178,6.0,0.38,0.26,6.0,0.034,42.0,134.0,0.9912,3.38,0.38,12.3,7,strong
2179,7.4,0.41,0.66,10.8,0.051,77.0,194.0,0.9976,3.05,0.46,8.7,5,light
2180,5.7,0.18,0.22,4.2,,25.0,111.0,0.994,3.35,0.39,9.4,5,light
2181,7.3,0.3,0.22,6.4,0.056,44.0,168.0,0.9947,3.13,0.35,10.1,6,medium
2182,7.4,0.24,0.22,10.7,0.042,26.0,81.0,0.9954,2.86,0.36,9.7,6,medium
2183,6.6,0.25,0.3,1.6,,32.0,134.0,0.993,3.42,0.51,10.1,7,medium
2184,7.4,0.24,0.22,10.7,0.042,26.0,81.0,0.9954,2.86,0.36,9.7,6,medium
2185,7.4,0.26,0.3,7.9,0.049,38.0,157.0,0.9963, 3.13 ,0.48,8.9,6,light
2186,6.1,0.32,0.25,1.7,0.034,37.0,136.0,0.992,3.47,0.5,10.8,7,medium
2187,6.9,0.28,0.27,2.1,0.036,42.0,121.0,?,3.42,0.49,10.8,7,medium
2188,7.0,0.23,0.33,5.8,0.04,25.0,136.0,0.995,3.19,0.58,9.5,6,light
2189,7.1,0.31,0.5,14.5,0.059,6.0,148.0,0.9983,2.94,0.44,9.1,5, light 
2190,7.3,0.2,0.37,1.2,0.037,48.0,595.0,0.992,3.32,1.96,27.25,6,strong
2191,6.9,0.41,0.33,nan,0.043,28.0,152.0,0.9968,3.2,0.52,9.4,5,light
2192,6.4,0.45,0.07,1.1,,10.0,131.0,0.9905, 2.97 ,0.28,10.8,5,medium
2193,,0.475,0.06,1.0,0.03,9.0,131.0,0.9904, 2.97 ,0.29,10.8,5,
2194,6.3,0.27,0.38,0.9,0.051,7.0,140.0,0.9926,3.45,0.5,10.5,7,medium
2195,6.9,0.41,0.33,nan,0.043,28.0,152.0,0.9968,3.2,0.52,9.4,5,light
2196,,0.29,0.37,nan,,26.0,127.0,0.9928,3.17,0.44,10.8,6,medium
2197,5.9,0.27,0.29,11.4,0.036,31.0,115.0,0.9949,3.35,0.48,10.5,8,medium
2198,6.9,0.19,0.4,1.4,0.036,14.0,55.0,0.9909,3.08,0.68,11.5,7,medium
2199,6.7,0.3,0.35,1.4,0.18,36.0,160.0,0.9937,3.11,0.54,9.4,6,light
2200,7.2,0.24,0.4,1.4,0.045,31.0,106.0,0.9914,2.88,0.38,10.8,6,medium
2201,6.4,0.45,0.07,1.1,0.03,10.0,131.0,0.9905,2.97,0.28,10.8,5,medium
2202,6.4,0.475,0.06,1.0,0.03,9.0,131.0,0.9904, 2.97 ,0.29,10.8,5,medium
2203,6.3,0.26,0.49,1.5,0.052,34.0,134.0,0.9924,2.99,0.61,9.8,6,medium
2204,6.3,0.26,0.49,1.5,0.052,34.0,134.0,0.9924, 2.99 ,0.61,9.8,6,medium
2205,7.3,0.25,0.29,7.5,0.049,38.0,158.0,0.9965,3.43,0.38,9.6,5,medium
2206,7.3,0.25,0.29,7.5,0.049,38.0,158.0,0.9965,3.43,0.38,9.6,5,medium
2207,6.1,0.28,0.25,17.75,0.044,48.0,161.0,0.9993,3.34,0.48,9.5,5,light
2208,7.4,0.37,0.35,5.7,0.061,12.0,94.0,0.9965,3.48,0.69,10.7,6,medium
2209,6.5,,0.28,3.2,0.037,29.0,119.0,0.9908,3.25,0.65,12.4,8,strong
2210,7.4,0.24,0.4,nan,0.032,9.0,95.0,0.992,3.09,0.39,11.1,6,MEDIUM
2211,7.5,0.23,0.68,nan,0.047,37.0,133.0,0.9978,2.99,0.38,8.8,5,light
2212,7.5,0.21,0.68,10.9,0.045,38.0,133.0,0.9978,3.0,0.36,8.7, 5 ,LIGHT
2213,7.5,0.21,0.68,10.9,0.045,38.0,133.0,0.9978, 3.0 ,0.36,8.7,5,light
2214,7.5,0.23,0.68,11.0,0.047,37.0,133.0,0.9978,2.99,0.38,8.8,5,light
2215,7.8,0.32,0.33,2.4,0.037,18.0,101.0,0.9912,3.21,0.65,11.7,7,STRONG
2216,7.8,0.26,0.27,1.9,0.051,52.0,195.0,0.9928, 3.23 ,0.5,10.9,6,medium
2217,7.7,0.24,0.27,nan,0.051,52.0,190.0,0.9928, 3.23 ,0.5,10.8,6,medium
2218,7.4,0.19,0.3,nan,0.057,33.0,135.0,0.993,3.12,0.5,9.6,6,medium
2219,6.5,0.46,0.41,16.8,0.084,59.0,222.0,0.9993,3.18,0.58,9.0,5,light
2220,6.5,0.26,0.43,nan,0.083,50.0,171.0,0.9965,2.85,0.5,9.0,5,light
2221,5.3,0.32,0.12,6.6,0.043,22.0,141.0,0.9937,3.36,0.6,10.4,6,medium
2222,7.2,0.24,0.34,nan,0.045,3.0,64.0,0.9913,3.23,0.51,11.4,5,medium
2223,6.0,0.36,0.06,1.4,0.066,27.0,128.0,0.9934, 3.26 ,0.55,9.3,5,LIGHT
2224,6.2,0.24,0.29,13.3,,49.0,130.0,0.9952,3.33,0.46,11.0,8,medium
2225,7.6,0.56,0.12,,0.096,22.0,177.0,0.9983,3.32,0.45,9.1,4,light
2226,7.0,0.32,0.24,6.2,0.048,31.0,228.0,0.9957,3.23,0.62,9.4,6,light
2227,,0.32,0.24,6.2,0.048,31.0,228.0,0.9957, 3.23 ,0.62,9.4,6,light
2228,,0.31,0.33,1.2,0.036,23.0,99.0,0.9916, 3.18 ,0.6,10.5,6,MEDIUM
2229,7.0,0.23,0.42,18.05,0.05,35.0,144.0,0.9999, 3.22 ,0.42,8.8, 5 ,LIGHT
2230,7.0,0.23,0.42,18.05,0.05,35.0,144.0,0.9999,3.22,0.42,8.8, 5 , light 
2231,6.9,0.24,0.33,4.8,0.04,16.0,131.0,0.9936,3.26,0.64,10.7,6,medium
2232,6.0,0.29,0.2,12.6,0.045,45.0,187.0,0.9972,3.33,0.42,9.5,5,light
2233,6.1,0.17,0.28,4.5,0.033,46.0,150.0,0.9933,3.43,0.49,10.9,6,medium
2234,5.9,0.14,0.25,4.5,0.027,34.0,140.0,nan,nan,0.51,10.8,6,medium
2235,6.2,0.17,0.28,,0.037,39.0,133.0,0.9931,3.41,0.46,10.8,7,medium
2236,7.4,0.28,0.25,11.9,0.053,25.0,148.0,0.9976,3.1,0.62,9.2,5,light
2237,5.6,0.35,0.14,5.0,0.046,48.0,198.0,0.9937, 3.3 ,0.71,10.3,5,medium
2238,5.8,0.335,0.14,5.8,0.046,49.0,197.0,0.9937,3.3,0.71,10.3, 5 ,MEDIUM
2239,5.6,0.235,0.29,1.2,0.047,33.0,127.0,0.991,3.34,0.5,11.0,7,medium
2240,6.1,0.28,0.25,12.9,,34.0,189.0,0.9979,3.25,0.43,9.0,4,light
2241,,0.21,0.33,13.9,0.046,68.0,179.0,0.9971,3.36,0.5,10.4,6,medium
2242,6.4,0.24,0.28,11.5,0.05,34.0,163.0,0.9969,3.31,0.45,9.5,5,light
2243,6.4,0.24,0.29,nan,0.051,32.0,166.0,0.9968, 3.31 ,0.45,9.5,5,LIGHT
2244,6.3,0.26,0.25,7.8,0.058,44.0,166.0,0.9961,3.24,0.41,9.0, 5 ,light
2245,6.5,0.33,0.72,1.1,0.061,7.0,151.0,0.993,nan,0.57,9.5,4,light
2246,7.4,0.105,0.34,12.2,0.05,57.0,146.0,?, 3.16 ,0.37,9.0,6,light
2247,6.0,0.32,0.12,5.9,0.041,34.0,190.0,0.9944,nan,0.72,10.0,5,medium
2248,7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,7,
2249,7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,7,light
2250,7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,7,light
2251,7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,nan,0.53,9.1,7,LIGHT
2252,5.9,0.24,0.26,12.3,0.053,34.0,134.0,0.9972,3.34,0.45,9.5,6,light
2253,6.5,0.21,0.37,2.5,0.048,70.0,138.0,0.9917,3.33,0.75,11.4,7, medium 
2254,7.7,0.27,0.35,5.3,0.03,30.0,117.0,?,3.11,0.42,12.2,6,STRONG
2255,9.0,0.27,0.35,4.9,0.028,27.0,95.0,0.9932,3.04,0.4,11.3,6,MEDIUM
2256,7.3,0.34,0.21,3.2,0.05,14.0,136.0,0.9936, 3.25 ,0.44,10.2, 5 ,MEDIUM
2257,6.6,0.27,0.25,3.1,0.052,41.0,188.0,0.9915,3.24,0.4,11.3,5,medium
2258,,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10.0,4,MEDIUM
2259,7.1,0.28,0.26,1.9,0.049,12.0,86.0,0.9934,3.15,0.38,9.4,5,light
2260,6.8,0.25,0.34,14.0,0.032,47.0,133.0,0.9952,3.37,0.5,12.2,7,STRONG
2261,7.0,0.57,0.1,8.3,,23.0,188.0,0.9972,3.4,0.47,9.2,4, light 
2262,7.1,0.28,0.26,1.9,0.049,12.0,86.0,0.9934,nan,0.38,9.4,5,light
2263,7.1,0.17,0.38,7.4,0.052,49.0,182.0,0.9958,3.35,0.52,9.6,6,medium
2264,7.8,0.28,0.22,1.4,0.056,24.0,130.0,?,3.28,0.48,9.5,5,LIGHT
2265,6.8,,0.37,1.7,0.036,38.0,195.0,0.9908,3.35,0.72,12.5,6,strong
2266,7.1,0.17,0.38,7.4,0.052,49.0,182.0,0.9958,3.35,0.52,9.6,6,MEDIUM
2267,6.1,0.14,0.25,1.3,0.047,37.0,173.0,0.9925,3.35,0.46,10.0,6,medium
2268,6.4,0.24,0.5,11.6,0.047,60.0,211.0,0.9966,3.18,0.57,9.3,5,LIGHT
2269,7.8,0.42,0.26,9.2,0.058,34.0,199.0,0.9972,3.14,0.55,9.3,6,light
2270,6.6,0.28,0.36,1.7,0.038,22.0,101.0,0.9912,3.29,0.57,11.6,6,strong
2271,7.1,,0.34,14.5,,46.0,150.0,0.995,3.38,0.5,12.5,8,
2272,6.7,0.31,0.3,nan,0.038,18.0,130.0,992.8000000000001,nan,0.63,10.6,6,medium
2273,6.4,0.32,0.5,10.7,0.047,57.0,206.0,0.9968, 3.08 ,0.6,9.4,5,light
2274,6.1,0.28,0.25,6.9,,44.0,201.0,0.9955,3.19,0.4,9.1,6,
2275,,0.29,0.25,12.0,0.057,48.0,224.0,0.9981,3.23,0.41,9.0,6,light
2276,5.8,0.32,0.38,4.75,0.033,23.0,94.0,991.0,3.42,0.42,11.8,7,strong
2277,5.8,0.32,0.38,4.75,0.033,23.0,94.0,0.991,3.42,0.42,11.8,7,STRONG
2278,5.7,0.32,0.38,4.75,,23.0,94.0,0.991,3.42,0.42,11.8,7,strong
2279,6.7,0.28,0.14,1.4,0.043,64.0,159.0,0.992,3.17,0.39,10.0,5,
2280,6.8,0.34,0.69,1.3,0.058,12.0,171.0,0.9931,3.06,0.47,9.7,5,medium
2281,5.9,0.25,0.25,11.3,0.052,30.0,165.0,0.997,3.24,0.44,9.5,6,light
2282,6.4,0.27,0.32,4.5,0.24,61.0,174.0,0.9948,3.12,0.48,9.4,5,
2283,8.1,0.46,0.31,1.7,0.052,50.0,183.0,0.9923,3.03,0.42,11.2,5,medium
2284,6.2,0.36,0.26,13.2,0.051,54.0,201.0,0.9976, nan ,0.46,9.0,5,light
2285,6.8,0.22,0.35,5.5,0.043,21.0,114.0,993.8000000000001, nan ,0.53,10.7,7,medium
2286,6.8,0.67,0.3,,0.29,22.0,193.0,0.9984,3.08,0.67,9.0,4,LIGHT
2287,7.2,0.28,0.3,10.7,0.044,61.0,222.0,?,3.14,0.5,9.1, 6 ,LIGHT
2288,6.7,0.17,0.37,2.0,0.039,34.0,125.0,0.9922,3.26,0.6,10.8,7,medium
2289,6.9,0.2,0.34,1.9,0.043,25.0,136.0,?,3.31,0.6,10.1, 4 , medium 
2290,6.1,0.36,0.16,6.4,0.037,36.0,990.0,0.9944,3.17,2.48,24.75,6,strong
2291,6.0,0.36,0.16,6.3,0.036,36.0,191.0,0.9942,3.17,0.62,9.8,5,MEDIUM
2292,5.9,0.37,0.14,6.3,0.036,34.0,185.0,0.9944,3.17,0.63,9.8,5,medium
2293,7.6,0.29,0.58,17.5,0.041,51.0,225.0,0.9997,3.16,0.66,9.5,6,light
2294,6.3,0.34,0.28,,0.047,49.0,198.0,0.9977, 3.23 ,0.46,9.5,5,light
2295,,0.19,0.34,1.0,0.022,22.0,94.0,0.9912,3.23,0.57,11.1,6,MEDIUM
2296,7.5,0.31,0.51,14.8,0.039,62.0,204.0,0.9982,3.06,0.6,9.5,5,light
2297,,0.31,0.51,14.8,0.039,62.0,204.0,0.9982,3.06,0.6,9.5,5,LIGHT
2298,,0.31,0.48,14.2,0.042,62.0,204.0,0.9983,3.06,0.59,9.4,5,light
2299,8.4,0.4,0.7,13.1,0.042,29.0,197.0,0.998,3.06,0.64,9.7, 5 ,medium
2300,5.9,,0.22,2.4,0.03,19.0,135.0,0.9894,3.41,0.78,13.9,7,strong
2301,6.6,0.38,0.18,1.2,0.042,20.0,84.0,0.9927,3.22,0.45,10.1,4,medium
2302,6.4,0.33,0.28,1.1,0.038,30.0,110.0,0.9917,3.12,0.42,10.5,6,medium
2303,5.6,,0.26,3.6,0.037,18.0,115.0,0.9904,3.42,0.5,12.6, 6 ,strong
2304,8.6,0.27,0.46,6.1,,13.0,41.0,0.993,2.89,0.34,10.9,5,
2305,6.2,0.31,0.21,6.3,0.041,50.0,218.0,0.9941,3.15,0.6,10.0,5,medium
2306,7.2,0.18,0.45,4.4,0.046,57.0,166.0,0.9943,3.13,0.62,11.2,6,medium
2307,7.7,0.2,0.44,13.9,0.05,44.0,130.0,0.99855,3.11,0.48,10.0,6,medium
2308,6.2,0.47,0.21,1.0,0.044,13.0,98.0,0.99345,3.14,0.46,9.2,5,light
2309,6.1,0.25,0.24,nan,0.046,51.0,172.0,0.998,3.35,0.45,9.5,5,light
2310,8.2,0.27,0.43,1.6,0.035,31.0,128.0,0.9916,3.1,0.5,12.3,6,STRONG
2311,,0.27,0.43,1.6,0.035,31.0,128.0,0.9916, 3.1 ,0.5,12.3,6,strong
2312,6.4,0.31,0.39,7.5,0.04,57.0,213.0,?,3.32,0.43,10.0,5,medium
2313,6.0,0.39,0.26,2.7,0.038,39.0,187.0,0.99325,3.41,0.5,10.8,6,medium
2314,6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,7,
2315,7.7,0.42,0.31,9.2,0.048,22.0,221.0,0.9969,3.06,0.61,9.2,6,light
2316,7.0,0.27,0.41,18.75,0.042,34.0,157.0,1.0002,2.96,0.5,9.1,5,light
2317,6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,7,medium
2318,7.4,0.29,0.5,1.8,0.042,35.0,127.0,0.9937,3.45,0.5,10.2,7,medium
2319,6.6,0.29,0.44,9.0,0.053,62.0,178.0,0.99685,3.02,0.45,8.9,5,light
2320,,0.3,0.44,1.5,0.046,15.0,182.0,0.99455, nan ,0.52,10.4,5, MEDIUM 
2321,,0.31,0.34,1.6,0.032,23.0,128.0,0.9917,3.37,0.47,11.7,6,strong
2322,6.6,,0.31,1.3,0.02,29.0,89.0,0.99035,3.26,0.44,12.4,8,strong
2323,7.8,0.3,0.4,1.8,,23.0,122.0,0.9914,3.14,0.39,10.9,7,medium
2324,6.4,0.39,0.21,1.2,0.041,35.0,136.0,992.25,3.15,0.46,10.2,5,MEDIUM
2325,6.4,0.24,0.31,2.8,0.038,41.0,114.0,0.99155,3.37,0.66,11.7,7,strong
2326,7.0,0.21,0.34,8.0,0.057,19.0,101.0,0.9954, 2.99 ,0.59,9.4,5,
2327,6.4,0.16,0.31,5.3,0.043,42.0,157.0,0.99455,3.35,0.47,10.5,5,medium
2328,6.0,0.33,0.27,0.8,0.185,12.0,188.0,992.4, 3.12 ,0.62,9.4,5, light 
2329,6.5,0.23,0.33,13.8,,25.0,139.0,0.99695,nan,0.56,10.4,6,medium
2330,6.2,0.25,0.48,10.0,0.044,78.0,240.0,0.99655,3.25,0.47,9.5,6,light
2331,8.8,0.28,0.45,6.0,0.022,14.0,49.0,0.9934, 3.01 ,0.33,11.1,7,medium
2332,6.6,0.25,0.3,14.4,0.052,40.0,183.0,0.998,3.02,0.5,9.1,6,light
2333,6.9,0.38,0.25,nan,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,5,
2334,6.4,0.25,0.3,5.5,0.038,15.0,129.0,0.9948, 3.14 ,0.49,9.6,6, medium 
2335,6.6,0.25,0.3,14.4,0.052,40.0,183.0,0.998,nan,0.5,9.1,6, LIGHT 
2336,6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,nan,0.61,9.2,5,light
2337,7.1,0.21,0.31,3.8,0.021,40.0,142.0,0.99215,3.17,0.39,10.8, 7 ,medium
2338,6.4,0.25,0.3,5.5,,15.0,129.0,0.9948,3.14,0.49,9.6,6,
2339,,,0.4,4.6,0.022,5.0,19.0,0.9915,nan,0.37,12.6,3,STRONG
2340,5.8,0.2,0.3,1.5,0.031,21.0,57.0,0.99115,3.44,0.55,11.0, 6 ,
2341,,0.2,0.37,2.0,,26.0,136.0,?,3.28,0.61,10.2,6,medium
2342,5.9,0.26,0.25,12.5,0.034,38.0,152.0,0.9977,3.33,0.43,9.4,5,light
2343,7.4,0.38,0.27,7.5,0.041,24.0,160.0,0.99535, 3.17 ,0.43,10.0,5,
2344,7.4,0.2,1.66,2.1,0.022,34.0,113.0,0.99165, 3.26 ,0.55,12.2,6,STRONG
2345,,0.21,0.34,8.5,0.033,31.0,253.0,0.9953, 3.22 ,0.56,10.5,6,medium
2346,7.2,0.29,0.4,7.6,0.024,56.0,177.0,0.9928,3.04,0.32,11.5,6,medium
2347,6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958, 3.3 ,0.54,9.8,6,medium
2348,7.3,0.3,0.42,7.35,0.025,51.0,175.0,?,3.04,0.32,11.4, 6 ,medium
2349,,0.29,0.4,7.6,0.024,56.0,177.0,0.9928,3.04,0.32,11.5,6,medium
2350,,0.2,0.5,10.0,0.036,78.0,167.0,0.9964,3.15,0.55,10.2,6,medium
2351,6.7,0.2,0.42,14.0,0.038,83.0,160.0,0.9987,3.16,0.5,9.4, 6 ,light
2352,7.0,0.21,0.34,8.5,0.033,31.0,253.0,?,3.22,0.56,10.5,6,medium
2353,5.9,0.35,0.47,2.2,0.11,14.0,138.0,0.9932,3.09,0.5,9.1, 5 ,LIGHT
2354,7.1,0.28,0.44,1.8,0.032,32.0,107.0,0.9907, 3.25 ,0.48,12.2,7,strong
2355,5.8,0.25,0.28,11.1,0.056,45.0,175.0,0.99755,nan,0.43,9.5, 5 ,light
2356,6.8,0.22,0.37,15.2,0.051,68.0,178.0,0.99935,3.4,0.85,9.3,6,light
2357,7.1,0.14,0.4,1.2,0.051,55.0,136.0,0.9932,3.3,0.96,9.8,7,MEDIUM
2358,7.1,0.13,0.4,1.2,0.047,54.0,134.0,0.9932, 3.3 ,0.97,9.8,7,MEDIUM
2359,6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8,6,medium
2360,7.0,0.2,0.38,,0.05,42.0,173.0,0.99585,3.3,0.54,9.8,6,medium
2361,,0.24,0.49,19.3,0.057,55.0,247.0,1.00055, 3.0 ,0.56,8.7,5,LIGHT
2362,5.0,0.44,0.04,18.6,,38.0,128.0,0.9985,3.37,0.57,10.2,6,medium
2363,6.3,0.3,0.28,5.0,0.042,36.0,168.0,0.99505,3.22,0.69,9.5,6,light
2364,7.2,0.27,0.42,1.6,0.05,35.0,135.0,0.992, 2.94 ,0.46,11.0,6, medium 
2365,6.7,0.5,0.63,13.4,0.078,81.0,238.0,0.9988,3.08,0.44,9.2,5,light
2366,6.8,0.2,0.36,1.6,0.028,7.0,46.0,0.99175, 3.21 ,0.6,10.9,6,medium
2367,6.7,0.11,0.34,nan,0.043,41.0,113.0,0.9962,3.42,0.4,9.3,7,light
2368,6.7,0.11,0.34,8.8,0.043,41.0,113.0,0.9962,3.42,0.4,9.3, 7 ,light
2369,6.8,0.12,0.31,5.2,0.045,29.0,120.0,0.9942,3.41,0.46,9.8,7,medium
2370,6.6,0.16,0.57,1.1,0.13,58.0,140.0,0.9927,3.12,0.39,9.3, 7 ,light
2371,6.6,0.21,0.6,1.1,0.135,61.0,144.0,0.9927,3.12,0.39,9.3,7,light
2372,6.1,0.27,0.3,16.7,0.039,49.0,172.0,0.99985,3.4,0.45,9.4,5,LIGHT
2373,9.1,0.27,0.45,10.6,0.035,28.0,124.0,0.997,3.2,0.46,10.4,9,MEDIUM
2374,6.4,0.225,0.48,2.2,0.115,29.0,104.0,0.9918,3.24,0.58,12.1,6,STRONG
2375,8.3,0.14,0.45,,0.039,18.0,98.0,0.99215,3.02,0.56,11.0,6,MEDIUM
2376,7.2,0.23,0.19,13.7,0.052,47.0,197.0,0.99865,3.12,0.53,9.0,5,light
2377,6.9,0.22,0.37,nan,,59.0,178.0,0.9992,3.37,0.82,9.5,7,light
2378,8.1,0.17,0.44,14.1,0.053,43.0,145.0,1000.5999999999999,3.28,0.75,8.8,8,light
2379,6.0,0.395,0.0,1.4,0.042,7.0,55.0,0.99135,3.37,0.38,11.2, 4 ,medium
2380,7.8,0.29,0.22,9.5,0.056,44.0,213.0,0.99715,3.08,0.61,9.3,6,
2381,6.9,0.22,0.37,15.0,0.053,59.0,178.0,0.9992,3.37,0.82,9.5,7,LIGHT
2382,8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,8,LIGHT
2383,,0.23,0.19,13.7,,47.0,985.0,0.99865,3.12,2.12,22.5,5,strong
2384,,0.3,0.27,10.6,0.039,31.0,119.0,0.99815,3.27,0.3,9.3,6, LIGHT 
2385,7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,6,light
2386,7.7,0.34,0.28,nan,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,6,LIGHT
