Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22
A12,24.0,A32,a41,4113.0, A63 ,A72,3.0,,A101,4.0,,28.0,a143,A151,1.0,A173,1.0,A191,A201,24.0, 
A14,36.0,A32,A42,10974.0, A61 ,,4.0,A92,A101,2.0,A123,26.0,A143,A152,2.0,A174,1.0,A192,a201,36.0,99
A11,12.0,A32,A40,1893.0, nan ,A73,4.0,A92,A103,4.0,A122,29.0,A143,A152,1.0,A173,1.0,a192,a201,12.0,
a11,24.0,A34,A43,1231.0, A64 ,A75,4.0,A92,A101,4.0,a122,57.0,A143,A151,2.0,A174,1.0,A192,A201,24.0,
A13,30.0,A34,A43,3656.0, A65 ,A75,4.0,A93,A101,4.0,a122,49.0,a142,A152,2.0,A172,1.0,A191,A201,30.0,
,9.0,a34,A43,1154.0, A61 ,A75,2.0,A93,A101,4.0,A121,37.0,a143,A152,3.0,A172,1.0,A191,A201,9.0,
A11,28.0,A32,A40,4006.0, A61 ,A73,3.0,A93,A101,2.0,A123,45.0,A143,A152,1.0,A172,1.0,A191,a201,28.0,
A12,24.0,A32,,3069.0, A62 ,A75,,a93,A101,4.0,A124,30.0,A143,A153,1.0,A173,1.0,A191,A201,24.0,
a14,6.0,A34,A43,1740.0, A61 ,a75,2.0,A94,A101,2.0,A121,,A143,a151,2.0,a173,1.0,a191,A201,6.0,
A12,21.0,A33,A40,2353.0, A61 ,a73,1.0,A91,A101,4.0,a122,,a143,A152,2.0,A173,,A191,A201,21.0,
A14,15.0,A32,,3556.0, a65 ,a73,3.0,A93,A101,2.0,a124,29.0,A143,a152,1.0,A173,1.0,A191,A201,15.0,
A14,24.0,A32,A43,2397.0, a63 ,A75,3.0,,A101,2.0,A123,35.0,,A152,2.0,A173,1.0,A192,A201,24.0,
A12,6.0,A32,,454.0, A61 ,A72,3.0,A94,A101,1.0,A122,22.0,A143,A152,1.0,A172,1.0,A191,A201,6.0,
A12,30.0,A32,A43,1715.0, a65 ,a73,,A92,A101,1.0,a123,26.0,A143,A152,1.0,A173,1.0,A191,A201,30.0,
A12,27.0,A34,a43,2520.0, A63 ,A73,4.0,A93,a101,2.0,A122,23.0,A143,A152,2.0,A172,1.0,,A201,27.0,
A14,15.0,a32,,3568.0, A61 ,A75,,A92,a101,2.0,A123,54.0,A141,A151,1.0,A174,1.0,A192,A201,15.0,
A14,42.0,A32,A43,7166.0, A65 ,A74,2.0,A94,A101,4.0,A122,29.0,A143,a151,1.0,A173,1.0,A192,A201,42.0,
A11,,A34,A40,3939.0, A61 ,A73,1.0,A93,A101,2.0,A121,40.0,A143,A152,2.0,A172,2.0,A191,a201,,99
A12,,A32,A45,1514.0, A62 ,A73,4.0,A93,A103,2.0,a121,22.0,a143,A152,1.0,A173,,A191,A201,,
A14,24.0,A32,A40,7393.0, A61 ,A73,1.0,a93,a101,4.0,A122,43.0,A143,A152,,A172,2.0,A191,A201,24.0, 
A11,24.0,A31,A40,1193.0, A61 ,A71,1.0,a92,a102,4.0,A124,29.0,A143,A151,2.0,A171,1.0,A191,A201,24.0,
A11,60.0,A32,A49,7297.0, A61 ,A75,4.0,A93,a102,4.0,A124,36.0,A143,A151,1.0,A173,1.0,A191,A201,60.0,
,30.0,A34,A43,2831.0, A61 ,A73,4.0,A92,A101,2.0,a123,33.0,A143,,1.0,a173,1.0,A192,A201,30.0, 
A13,24.0,,A43,1258.0, A63 ,A73,3.0,a92,A101,3.0,A123,57.0,A143,a152,1.0,A172,1.0,A191,A201,24.0,
A12,6.0,A32,A43,753.0, nan ,a73,2.0,A92,a103,3.0,a121,-5.0,A143,A152,1.0,a173,1.0,A191,,6.0,
A12,18.0,,A49,2427.0, A65 ,A75,4.0,a93,A101,2.0,A122,,A143,A152,2.0,A173,1.0,a191,A201,18.0,
A14,24.0,A33,A40,, A61 ,A75,4.0,A93,a101,4.0,A123,47.0,,A152,2.0,A172,2.0,A191,a201,24.0,
a12,15.0,A31,A40,, A62 ,,2.0,A94,A101,2.0,A122,25.0,A143,a151,1.0,A173,1.0,,A201,15.0,
a12,30.0,a34,A42,8386.0, A61 ,A74,2.0,A93,A101,2.0,A122,49.0,A143,A152,1.0,A173,1.0,A191,A201,30.0,
A14,48.0,A32,A49,4844.0, nan ,A71,3.0,A93,A101,2.0,,33.0,A141,A151,1.0,A174,1.0,A192,a201,48.0, 
A13,21.0,A32,A40,2923.0, A62 ,A73,1.0,A92,A101,1.0,A123,28.0,A141,A152,1.0,A174,1.0,A192,A201,21.0, 
A11,36.0,A32,A41,8229.0, nan ,A73,2.0,A93,A101,2.0,A122,26.0,a143,a152,1.0,A173,2.0,a191,A201,36.0, 
A14,24.0,a34,A42,2028.0, a61 ,a74,2.0,,A101,2.0,A122,30.0,a143,A152,2.0,A172,1.0,A191,A201,24.0,
A11,15.0,A34,A42,1433.0, nan ,A73,4.0,A92,A101,3.0,A122,25.0,A143,A151,2.0,,1.0,A191,A201,15.0,
A13,42.0,A30,A49,6289.0, A61 ,A72,2.0,A91,A101,,A122,33.0,,a152,2.0,a173,1.0,A191,A201,42.0,
A14,13.0,A32,A43,1409.0, A62 ,a71,2.0,A92,A101,,A121,,a143,A152,1.0,A173,1.0,A191,A201,13.0,
A11,24.0,A32,A41,6579.0, A61 ,A71,4.0,A93,,2.0,A124,29.0,A143,A153,1.0,A174,1.0,A192,A201,24.0,
A12,24.0,A34,a43,1743.0, A61 ,,4.0,A93,A101,2.0,A122,,A143,A152,2.0,A172,,A191,A201,24.0,
A14,12.0,A34,A46,3565.0, nan ,A72,2.0,??,A101,1.0,A122,37.0,A143,a152,2.0,a172,2.0,A191,A201,12.0,
A14,15.0,A31,A43,1569.0, A62 ,A75,4.0,A93,A101,4.0,A123,34.0,a141,A152,1.0,A172,2.0,,A201,15.0,
A11,18.0,a32,A43,1936.0, A65 ,a74,2.0,A94,A101,4.0,A123,23.0,a143,A151,2.0,A172,,A191,A201,18.0,
A11,36.0,A32,A42,3959.0, A61 ,a71,4.0,A93,A101,3.0,,30.0,A143,A152,1.0,A174,1.0,A192,A201,36.0,
A14,12.0,A32,a40,2390.0, A65 ,A75,4.0,A93,A101,3.0,A123,50.0,A143,A152,1.0,A173,1.0,A192,a201,12.0,
A14,12.0,A32,A42,1736.0, A61 ,A74,3.0,A92,A101,4.0,,31.0,a143,A152,,A172,1.0,A191,A201,12.0, 
A11,30.0,A32,A41,3857.0, A61 ,A73,4.0,A91,A101,4.0,A122,40.0,A143,A152,1.0,A174,1.0,A192,,30.0,
A14,12.0,A32,A43,804.0, A61 ,a75,4.0,A93,A101,4.0,A123,38.0,A143,A152,1.0,A173,1.0,a191,a201,12.0,
A11,45.0,A32,A43,1845.0, A61 ,A73,4.0,a93,A101,4.0,A124,23.0,A143,A153,1.0,A173,1.0,A192,A201,45.0,
A12,45.0,A34,A41,4576.0, a62 ,A71,3.0,A93,A101,4.0,A123,,A143,A152,1.0,A173,1.0,A191,A201,45.0,
